name,division,record,url,height,weight,reach,stance,dob,hometown,team,scraped_at
Tecia Pennington,Women's Strawweight Division15-7-0 (W-L-D),15-7-0,https://www.ufc.com/athlete/tecia-pennington,,,,,,,,2025-07-14T01:41:31.415960
Loma Lookboonmee,Women's Strawweight Division10-3-0 (W-L-D),10-3-0,https://www.ufc.com/athlete/loma-lookboonmee,,,,,,,,2025-07-14T01:41:32.578144
Denise Gomes,Women's Strawweight Division11-3-0 (W-L-D),11-3-0,https://www.ufc.com/athlete/denise-gomes,,,,,,,,2025-07-14T01:41:33.749905
Natalia Silva,Women's Flyweight Division19-5-1 (W-L-D),19-5-1,https://www.ufc.com/athlete/natalia-silva,,,,,,,,2025-07-14T01:41:34.842909
Manon Fiorot,Women's Flyweight Division12-2-0 (W-L-D),12-2-0,https://www.ufc.com/athlete/manon-fiorot,,,,,,,,2025-07-14T01:41:35.924710
Alexa Grasso,Women's Flyweight Division16-5-1 (W-L-D),16-5-1,https://www.ufc.com/athlete/alexa-grasso,,,,,,,,2025-07-14T01:41:37.024881
Erin Blanchfield,Women's Flyweight Division13-2-0 (W-L-D),13-2-0,https://www.ufc.com/athlete/erin-blanchfield,,,,,,,,2025-07-14T01:41:38.109947
Jasmine Jasudavicius,Women's Flyweight Division14-3-0 (W-L-D),14-3-0,https://www.ufc.com/athlete/jasmine-jasudavicius,,,,,,,,2025-07-14T01:41:39.198011
Maycee Barber,Women's Flyweight Division14-2-0 (W-L-D),14-2-0,https://www.ufc.com/athlete/maycee-barber,,,,,,,,2025-07-14T01:41:40.294068
Rose Namajunas,Women's Flyweight Division15-7-0 (W-L-D),15-7-0,https://www.ufc.com/athlete/rose-namajunas,,,,,,,,2025-07-14T01:41:41.411038
Tracy Cortez,Women's Flyweight Division12-2-0 (W-L-D),12-2-0,https://www.ufc.com/athlete/tracy-cortez,,,,,,,,2025-07-14T01:41:43.157708
Jéssica Andrade,Women's Strawweight Division26-14-0 (W-L-D),26-14-0,https://www.ufc.com/athlete/jessica-andrade,,,,,,,,2025-07-14T01:41:44.741495
Viviane Araújo,Women's Flyweight Division13-7-0 (W-L-D),13-7-0,https://www.ufc.com/athlete/viviane-araujo,,,,,,,,2025-07-14T01:41:45.975265
Miranda Maverick,Women's Flyweight Division17-6-0 (W-L-D),17-6-0,https://www.ufc.com/athlete/miranda-maverick,,,,,,,,2025-07-14T01:41:47.172968
Karine Silva,Women's Flyweight Division18-5-0 (W-L-D),18-5-0,https://www.ufc.com/athlete/karine-silva,,,,,,,,2025-07-14T01:41:48.283791
Casey O'Neill,Women's Flyweight Division10-2-0 (W-L-D),10-2-0,https://www.ufc.com/athlete/casey-oneill,,,,,,,,2025-07-14T01:41:49.395974
Wang Cong,Women's Flyweight Division8-1-0 (W-L-D),8-1-0,https://www.ufc.com/athlete/wang-cong,,,,,,,,2025-07-14T01:41:50.469856
JJ Aldrich,Women's Flyweight Division14-7-0 (W-L-D),14-7-0,https://www.ufc.com/athlete/jj-aldrich,,,,,,,,2025-07-14T01:41:51.555395
Julianna Peña,Women's Bantamweight Division13-6-0 (W-L-D),13-6-0,https://www.ufc.com/athlete/julianna-pena,,,,,,,,2025-07-14T01:41:52.677709
Raquel Pennington,Women's Bantamweight Division16-10-0 (W-L-D),16-10-0,https://www.ufc.com/athlete/raquel-pennington,,,,,,,,2025-07-14T01:41:53.831891
Ketlen Vieira,Women's Featherweight Division15-4-0 (W-L-D),15-4-0,https://www.ufc.com/athlete/ketlen-vieira,,,,,,,,2025-07-14T01:41:55.099504
Norma Dumont,Women's Bantamweight Division12-2-0 (W-L-D),12-2-0,https://www.ufc.com/athlete/norma-dumont,,,,,,,,2025-07-14T01:41:56.202583
Macy Chiasson,Women's Featherweight Division11-4-0 (W-L-D),11-4-0,https://www.ufc.com/athlete/macy-chiasson,,,,,,,,2025-07-14T01:41:57.313466
Irene Aldana,Women's Bantamweight Division15-8-0 (W-L-D),15-8-0,https://www.ufc.com/athlete/irene-aldana,,,,,,,,2025-07-14T01:41:58.402571
Ailin Perez,Women's Bantamweight Division12-2-0 (W-L-D),12-2-0,https://www.ufc.com/athlete/ailin-perez,,,,,,,,2025-07-14T01:41:59.559358
Mayra Bueno Silva,Women's Flyweight Division10-5-1 (W-L-D),10-5-1,https://www.ufc.com/athlete/mayra-bueno-silva,,,,,,,,2025-07-14T01:42:00.684915
Yana Santos,Women's Bantamweight Division16-8-0 (W-L-D),16-8-0,https://www.ufc.com/athlete/yana-santos,,,,,,,,2025-07-14T01:42:01.772559
Karol Rosa,Women's Bantamweight Division18-7-0 (W-L-D),18-7-0,https://www.ufc.com/athlete/karol-rosa,,,,,,,,2025-07-14T01:42:02.866702
Jacqueline Cavalcanti,Women's Bantamweight Division9-1-0 (W-L-D),9-1-0,https://www.ufc.com/athlete/jacqueline-cavalcanti,,,,,,,,2025-07-14T01:42:03.987298
Nora Cornolle,Women's Bantamweight Division9-2-0 (W-L-D),9-2-0,https://www.ufc.com/athlete/nora-cornolle,,,,,,,,2025-07-14T01:42:05.080016
Miesha Tate,Women's Bantamweight Division20-10-0 (W-L-D),20-10-0,https://www.ufc.com/athlete/miesha-tate,,,,,,,,2025-07-14T01:42:06.190834
Joselyne Edwards,Women's Bantamweight Division15-6-0 (W-L-D),15-6-0,https://www.ufc.com/athlete/joselyne-edwards,,,,,,,,2025-07-14T01:42:07.275693
Daria Zhelezniakova,Women's Bantamweight Division10-2-0 (W-L-D),10-2-0,https://www.ufc.com/athlete/daria-zheleznyakova,,,,,,,,2025-07-14T01:42:08.456972
