name,date,venue,location,status,event_type,url,scraped_at
538,UFC 254: Khabib vs. Gaethje,"Oct 24, 2020",du Forum,completed,other,,2025-07-29T14:58:05.902965
537,UFC Fight Night: Ortega vs. The Korean Zombie,"Oct 18, 2020",[225],completed,other,,2025-07-29T14:58:05.903006
536,UFC Fight Night: Moraes vs. Sandhagen,"Oct 11, 2020",[226],completed,other,,2025-07-29T14:58:05.903049
535,UFC on ESPN: Holm vs. Aldana,"Oct 4, 2020",[227],completed,other,,2025-07-29T14:58:05.903087
534,UFC 253: Adesanya vs. Costa,"Sep 27, 2020",[228],completed,other,,2025-07-29T14:58:05.903126
533,UFC Fight Night: Covington vs. Woodley,"Sep 19, 2020",UFC Apex,completed,other,,2025-07-29T14:58:05.903173
532,UFC Fight Night: Waterson vs. Hill,"Sep 12, 2020",[230],completed,other,,2025-07-29T14:58:05.903213
531,UFC Fight Night: Overeem vs. Sakai,"Sep 5, 2020",[231],completed,other,,2025-07-29T14:58:05.903253
530,UFC Fight Night: Smith vs. Rakić,"Aug 29, 2020",[232],completed,other,,2025-07-29T14:58:05.903294
529,UFC on ESPN: Munhoz vs. Edgar,"Aug 22, 2020",[233],completed,other,,2025-07-29T14:58:05.903334
528,UFC 252: Miocic vs. Cormier 3,"Aug 15, 2020",[234],completed,other,,2025-07-29T14:58:05.903373
527,UFC Fight Night: Lewis vs. Oleinik,"Aug 8, 2020",[235],completed,other,,2025-07-29T14:58:05.903412
526,UFC Fight Night: Brunson vs. Shahbazyan,"Aug 1, 2020",[236],completed,other,,2025-07-29T14:58:05.903453
525,UFC on ESPN: Whittaker vs. Till,"Jul 26, 2020",du Forum,completed,other,,2025-07-29T14:58:05.903499
524,UFC Fight Night: Figueiredo vs. Benavidez 2,"Jul 19, 2020",[238],completed,other,,2025-07-29T14:58:05.903542
523,UFC on ESPN: Kattar vs. Ige,"Jul 16, 2020",[239],completed,other,,2025-07-29T14:58:05.903580
522,UFC 251: Usman vs. Masvidal,"Jul 12, 2020",[240],completed,other,,2025-07-29T14:58:05.903618
521,UFC on ESPN: Poirier vs. Hooker,"Jun 27, 2020",UFC Apex,completed,other,,2025-07-29T14:58:05.903664
520,UFC on ESPN: Blaydes vs. Volkov,"Jun 20, 2020",[242],completed,other,,2025-07-29T14:58:05.903703
519,UFC on ESPN: Eye vs. Calvillo,"Jun 13, 2020",[243],completed,other,,2025-07-29T14:58:05.903741
518,UFC 250: Nunes vs. Spencer,"Jun 6, 2020",[244],completed,other,,2025-07-29T14:58:05.903779
517,UFC on ESPN: Woodley vs. Burns,"May 30, 2020",[245],completed,other,,2025-07-29T14:58:05.903818
516,UFC on ESPN: Overeem vs. Harris,"May 16, 2020",VyStar Veterans Memorial Arena,completed,other,,2025-07-29T14:58:05.903864
515,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020",[247],completed,other,,2025-07-29T14:58:05.903904
514,UFC 249: Ferguson vs. Gaethje,"May 9, 2020",[248],completed,other,,2025-07-29T14:58:05.903943
—,UFC Fight Night: Hermansson vs. Weidman,"May 2, 2020",Chesapeake Energy Arena,completed,other,,2025-07-29T14:58:05.903993
—,UFC Fight Night: Smith vs. Teixeira,"Apr 25, 2020",Pinnacle Bank Arena,completed,other,,2025-07-29T14:58:05.904031
—,UFC Fight Night: Overeem vs. Harris,"Apr 11, 2020",Moda Center,completed,other,,2025-07-29T14:58:05.904080
—,UFC on ESPN: Ngannou vs. Rozenstruik,"Mar 28, 2020",Nationwide Arena,completed,other,,2025-07-29T14:58:05.904118
—,UFC Fight Night: Woodley vs. Edwards,"Mar 21, 2020",The O2 Arena,completed,other,,2025-07-29T14:58:05.904158
513,UFC Fight Night: Lee vs. Oliveira,"Mar 14, 2020",Ginásio Nilson Nelson,completed,other,,2025-07-29T14:58:05.904213
512,UFC 248: Adesanya vs. Romero,"Mar 7, 2020",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.904263
511,UFC Fight Night: Benavidez vs. Figueiredo,"Feb 29, 2020",Chartway Arena,completed,other,,2025-07-29T14:58:05.904315
510,UFC Fight Night: Felder vs. Hooker,"Feb 23, 2020",Spark Arena,completed,other,,2025-07-29T14:58:05.904364
509,UFC Fight Night: Anderson vs. Błachowicz 2,"Feb 15, 2020",Santa Ana Star Center,completed,other,,2025-07-29T14:58:05.904418
508,UFC 247: Jones vs. Reyes,"Feb 8, 2020",Toyota Center,completed,other,,2025-07-29T14:58:05.904466
507,UFC Fight Night: Blaydes vs. dos Santos,"Jan 25, 2020",PNC Arena,completed,other,,2025-07-29T14:58:05.904517
506,UFC 246: McGregor vs. Cowboy,"Jan 18, 2020",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.904566
505,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec 21, 2019",Sajik Arena,completed,other,,2025-07-29T14:58:05.904618
504,UFC 245: Usman vs. Covington,"Dec 14, 2019",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.904668
503,UFC on ESPN: Overeem vs. Rozenstruik,"Dec 7, 2019",Capital One Arena,completed,other,,2025-07-29T14:58:05.904719
502,UFC Fight Night: Błachowicz vs. Jacaré,"Nov 16, 2019",Ginásio do Ibirapuera,completed,other,,2025-07-29T14:58:05.904771
501,UFC Fight Night: Magomedsharipov vs. Kattar,"Nov 9, 2019",CSKA Arena,completed,other,,2025-07-29T14:58:05.904824
500,UFC 244: Masvidal vs. Diaz,"Nov 2, 2019",Madison Square Garden,completed,other,,2025-07-29T14:58:05.904874
499,UFC Fight Night: Maia vs. Askren,"Oct 26, 2019",Singapore Indoor Stadium,completed,other,,2025-07-29T14:58:05.904924
498,UFC on ESPN: Reyes vs. Weidman,"Oct 18, 2019",TD Garden,completed,other,,2025-07-29T14:58:05.904973
497,UFC Fight Night: Joanna vs. Waterson,"Oct 12, 2019",Amalie Arena,completed,other,,2025-07-29T14:58:05.905024
496,UFC 243: Whittaker vs. Adesanya,"Oct 5, 2019",Marvel Stadium,completed,other,,2025-07-29T14:58:05.905074
495,UFC Fight Night: Hermansson vs. Cannonier,"Sep 28, 2019",Royal Arena,completed,other,,2025-07-29T14:58:05.905126
494,UFC Fight Night: Rodríguez vs. Stephens,"Sep 21, 2019",Arena Ciudad de México,completed,other,,2025-07-29T14:58:05.905178
493,UFC Fight Night: Cowboy vs. Gaethje,"Sep 14, 2019",Rogers Arena,completed,other,,2025-07-29T14:58:05.905228
492,UFC 242: Khabib vs. Poirier,"Sep 7, 2019",Yas Island,completed,other,,2025-07-29T14:58:05.905268
491,UFC Fight Night: Andrade vs. Zhang,"Aug 31, 2019",Shenzhen Universiade Sports Centre,completed,other,,2025-07-29T14:58:05.905319
490,UFC 241: Cormier vs. Miocic 2,"Aug 17, 2019",Honda Center,completed,other,,2025-07-29T14:58:05.905368
489,UFC Fight Night: Shevchenko vs. Carmouche 2,"Aug 10, 2019",Antel Arena,completed,other,,2025-07-29T14:58:05.905421
488,UFC on ESPN: Covington vs. Lawler,"Aug 3, 2019",Prudential Center,completed,other,,2025-07-29T14:58:05.905472
487,UFC 240: Holloway vs. Edgar,"Jul 27, 2019",Rogers Place,completed,other,,2025-07-29T14:58:05.905523
486,UFC on ESPN: dos Anjos vs. Edwards,"Jul 20, 2019",AT&T Center,completed,other,,2025-07-29T14:58:05.905573
485,UFC Fight Night: de Randamie vs. Ladd,"Jul 13, 2019",Golden 1 Center,completed,other,,2025-07-29T14:58:05.905624
484,UFC 239: Jones vs. Santos,"Jul 6, 2019",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.905673
483,UFC on ESPN: Ngannou vs. dos Santos,"Jun 29, 2019",Target Center,completed,other,,2025-07-29T14:58:05.905723
482,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun 22, 2019",Bon Secours Wellness Arena,completed,other,,2025-07-29T14:58:05.905775
481,UFC 238: Cejudo vs. Moraes,"Jun 8, 2019",United Center,completed,other,,2025-07-29T14:58:05.905824
480,UFC Fight Night: Gustafsson vs. Smith,"Jun 1, 2019",Avicii Arena,completed,other,,2025-07-29T14:58:05.905876
479,UFC Fight Night: dos Anjos vs. Lee,"May 18, 2019",Blue Cross Arena,completed,other,,2025-07-29T14:58:05.905926
478,UFC 237: Namajunas vs. Andrade,"May 11, 2019",Jeunesse Arena,completed,other,,2025-07-29T14:58:05.905977
477,UFC Fight Night: Iaquinta vs. Cowboy,"May 4, 2019",Canadian Tire Centre,completed,other,,2025-07-29T14:58:05.906027
476,UFC Fight Night: Jacaré vs. Hermansson,"Apr 27, 2019",Amerat Bank Arena,completed,other,,2025-07-29T14:58:05.906079
475,UFC Fight Night: Overeem vs. Oleinik,"Apr 20, 2019",Yubileyny Sports Palace,completed,other,,2025-07-29T14:58:05.906130
474,UFC 236: Holloway vs. Poirier 2,"Apr 13, 2019",State Farm Arena,completed,other,,2025-07-29T14:58:05.906180
473,UFC on ESPN: Barboza vs. Gaethje,"Mar 30, 2019",Wells Fargo Center,completed,other,,2025-07-29T14:58:05.906230
472,UFC Fight Night: Thompson vs. Pettis,"Mar 23, 2019",Bridgestone Arena,completed,other,,2025-07-29T14:58:05.906280
471,UFC Fight Night: Till vs. Masvidal,"Mar 16, 2019",The O2 Arena,completed,other,,2025-07-29T14:58:05.906332
470,UFC Fight Night: Lewis vs. dos Santos,"Mar 9, 2019",Intrust Bank Arena,completed,other,,2025-07-29T14:58:05.906384
469,UFC 235: Jones vs. Smith,"Mar 2, 2019",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.906435
468,UFC Fight Night: Błachowicz vs. Santos,"Feb 23, 2019",O2 Arena,completed,other,,2025-07-29T14:58:05.906488
467,UFC on ESPN: Ngannou vs. Velasquez,"Feb 17, 2019",Talking Stick Resort Arena,completed,other,,2025-07-29T14:58:05.906540
466,UFC 234: Adesanya vs. Silva,"Feb 10, 2019",Rod Laver Arena,completed,other,,2025-07-29T14:58:05.906590
465,UFC Fight Night: Assunção vs. Moraes 2,"Feb 2, 2019",Centro de Formação Olímpica do Nordeste,completed,other,,2025-07-29T14:58:05.906641
—,UFC 233: Cejudo vs. Dillashaw,"Jan 26, 2019",Honda Center,completed,other,,2025-07-29T14:58:05.906690
464,UFC Fight Night: Cejudo vs. Dillashaw,"Jan 19, 2019",Barclays Center,completed,other,,2025-07-29T14:58:05.906743
463,UFC 232: Jones vs. Gustafsson 2,"Dec 29, 2018",The Forum,completed,other,,2025-07-29T14:58:05.906795
462,UFC on Fox: Lee vs. Iaquinta 2,"Dec 15, 2018",Fiserv Forum,completed,other,,2025-07-29T14:58:05.906848
461,UFC 231: Holloway vs. Ortega,"Dec 8, 2018",Scotiabank Arena,completed,other,,2025-07-29T14:58:05.906899
460,UFC Fight Night: dos Santos vs. Tuivasa,"Dec 2, 2018",Adelaide Entertainment Centre,completed,other,,2025-07-29T14:58:05.906951
459,The Ultimate Fighter: Heavy Hitters Finale,"Nov 30, 2018",Pearl Theatre,completed,other,,2025-07-29T14:58:05.907005
458,UFC Fight Night: Blaydes vs. Ngannou 2,"Nov 24, 2018",Cadillac Arena,completed,other,,2025-07-29T14:58:05.907057
457,UFC Fight Night: Magny vs. Ponzinibbio,"Nov 17, 2018",Estadio Mary Terán de Weiss,completed,other,,2025-07-29T14:58:05.907112
456,UFC Fight Night: The Korean Zombie vs. Rodríguez,"Nov 10, 2018",Pepsi Center,completed,other,,2025-07-29T14:58:05.907167
455,UFC 230: Cormier vs. Lewis,"Nov 3, 2018",Madison Square Garden,completed,other,,2025-07-29T14:58:05.907218
454,UFC Fight Night: Volkan vs. Smith,"Oct 27, 2018",Avenir Centre,completed,other,,2025-07-29T14:58:05.907269
453,UFC 229: Khabib vs. McGregor,"Oct 6, 2018",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.907320
452,UFC Fight Night: Santos vs. Anders,"Sep 22, 2018",Ginásio do Ibirapuera,completed,other,,2025-07-29T14:58:05.907394
451,UFC Fight Night: Hunt vs. Oleinik,"Sep 15, 2018",Olimpiyskiy Stadium,completed,other,,2025-07-29T14:58:05.907446
450,UFC 228: Woodley vs. Till,"Sep 8, 2018",American Airlines Center,completed,other,,2025-07-29T14:58:05.907499
449,UFC Fight Night: Gaethje vs. Vick,"Aug 25, 2018",Pinnacle Bank Arena,completed,other,,2025-07-29T14:58:05.907552
448,UFC 227: Dillashaw vs. Garbrandt 2,"Aug 4, 2018",Staples Center,completed,other,,2025-07-29T14:58:05.907608
447,UFC on Fox: Alvarez vs. Poirier 2,"Jul 28, 2018",Scotiabank Saddledome,completed,other,,2025-07-29T14:58:05.907661
446,UFC Fight Night: Shogun vs. Smith,"Jul 22, 2018",Barclaycard Arena,completed,other,,2025-07-29T14:58:05.907726
445,UFC Fight Night: dos Santos vs. Ivanov,"Jul 14, 2018",CenturyLink Arena,completed,other,,2025-07-29T14:58:05.907780
444,UFC 226: Miocic vs. Cormier,"Jul 7, 2018",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.907831
443,The Ultimate Fighter: Undefeated Finale,"Jul 6, 2018",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.907884
442,UFC Fight Night: Cowboy vs. Edwards,"Jun 23, 2018",Singapore Indoor Stadium,completed,other,,2025-07-29T14:58:05.907936
441,UFC 225: Whittaker vs. Romero 2,"Jun 9, 2018",United Center,completed,other,,2025-07-29T14:58:05.907987
440,UFC Fight Night: Rivera vs. Moraes,"Jun 1, 2018",Adirondack Bank Center,completed,other,,2025-07-29T14:58:05.908039
439,UFC Fight Night: Thompson vs. Till,"May 27, 2018",Echo Arena,completed,other,,2025-07-29T14:58:05.908093
438,UFC Fight Night: Maia vs. Usman,"May 19, 2018",Movistar Arena,completed,other,,2025-07-29T14:58:05.908149
437,UFC 224: Nunes vs. Pennington,"May 12, 2018",Jeunesse Arena,completed,other,,2025-07-29T14:58:05.908201
436,UFC Fight Night: Barboza vs. Lee,"Apr 21, 2018",Boardwalk Hall,completed,other,,2025-07-29T14:58:05.908253
435,UFC on Fox: Poirier vs. Gaethje,"Apr 14, 2018",Gila River Arena,completed,other,,2025-07-29T14:58:05.908318
434,UFC 223: Khabib vs. Iaquinta,"Apr 7, 2018",Barclays Center,completed,other,,2025-07-29T14:58:05.908372
433,UFC Fight Night: Werdum vs. Volkov,"Mar 17, 2018",The O2 Arena,completed,other,,2025-07-29T14:58:05.908424
432,UFC 222: Cyborg vs. Kunitskaya,"Mar 3, 2018",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.908477
431,UFC on Fox: Emmett vs. Stephens,"Feb 24, 2018",Amway Center,completed,other,,2025-07-29T14:58:05.908543
430,UFC Fight Night: Cowboy vs. Medeiros,"Feb 18, 2018",Frank Erwin Center,completed,other,,2025-07-29T14:58:05.908595
429,UFC 221: Romero vs. Rockhold,"Feb 11, 2018",Perth Arena,completed,other,,2025-07-29T14:58:05.908651
428,UFC Fight Night: Machida vs. Anders,"Feb 3, 2018",Arena Guilherme Paraense,completed,other,,2025-07-29T14:58:05.908701
427,UFC on Fox: Jacaré vs. Brunson 2,"Jan 27, 2018",Spectrum Center,completed,other,,2025-07-29T14:58:05.908752
426,UFC 220: Miocic vs. Ngannou,"Jan 20, 2018",TD Garden,completed,other,,2025-07-29T14:58:05.908803
425,UFC Fight Night: Stephens vs. Choi,"Jan 14, 2018",Scottrade Center,completed,other,,2025-07-29T14:58:05.908858
424,UFC 219: Cyborg vs. Holm,"Dec 30, 2017",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.908909
423,UFC on Fox: Lawler vs. dos Anjos,"Dec 16, 2017",Canada Life Centre,completed,other,,2025-07-29T14:58:05.908962
422,UFC Fight Night: Swanson vs. Ortega,"Dec 9, 2017",Save Mart Center,completed,other,,2025-07-29T14:58:05.909015
421,UFC 218: Holloway vs. Aldo 2,"Dec 2, 2017",Little Caesars Arena,completed,other,,2025-07-29T14:58:05.909067
420,The Ultimate Fighter: A New World Champion Finale,"Dec 1, 2017",Park Theater,completed,other,,2025-07-29T14:58:05.909114
419,UFC Fight Night: Bisping vs. Gastelum,"Nov 25, 2017",Mercedes-Benz Arena,completed,other,,2025-07-29T14:58:05.909167
418,UFC Fight Night: Werdum vs. Tybura,"Nov 19, 2017",Qudos Bank Arena,completed,other,,2025-07-29T14:58:05.909222
417,UFC Fight Night: Poirier vs. Pettis,"Nov 11, 2017",Ted Constant Convocation Center,completed,other,,2025-07-29T14:58:05.909274
416,UFC 217: Bisping vs. St-Pierre,"Nov 4, 2017",Madison Square Garden,completed,other,,2025-07-29T14:58:05.909326
415,UFC Fight Night: Brunson vs. Machida,"Oct 28, 2017",Ginásio do Ibirapuera,completed,other,,2025-07-29T14:58:05.909378
414,UFC Fight Night: Cowboy vs. Till,"Oct 21, 2017",Ergo Arena,completed,other,,2025-07-29T14:58:05.909429
413,UFC 216: Ferguson vs. Lee,"Oct 7, 2017",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.909480
412,UFC Fight Night: Saint Preux vs. Okami,"Sep 23, 2017",Saitama Super Arena,completed,other,,2025-07-29T14:58:05.909532
411,UFC Fight Night: Rockhold vs. Branch,"Sep 16, 2017",PPG Paints Arena,completed,other,,2025-07-29T14:58:05.909584
410,UFC 215: Nunes vs. Shevchenko 2,"Sep 9, 2017",Rogers Place,completed,other,,2025-07-29T14:58:05.909639
409,UFC Fight Night: Volkov vs. Struve,"Sep 2, 2017",Rotterdam Ahoy,completed,other,,2025-07-29T14:58:05.909690
408,UFC Fight Night: Pettis vs. Moreno,"Aug 5, 2017",Arena Ciudad de México,completed,other,,2025-07-29T14:58:05.909743
407,UFC 214: Cormier vs. Jones 2,"Jul 29, 2017",Honda Center,completed,other,,2025-07-29T14:58:05.909794
406,UFC on Fox: Weidman vs. Gastelum,"Jul 22, 2017",Nassau Veterans Memorial Coliseum,completed,other,,2025-07-29T14:58:05.909845
405,UFC Fight Night: Nelson vs. Ponzinibbio,"Jul 16, 2017",The SSE Hydro,completed,other,,2025-07-29T14:58:05.909898
404,UFC 213: Romero vs. Whittaker,"Jul 8, 2017",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.909968
403,The Ultimate Fighter: Redemption Finale,"Jul 7, 2017","6,308",completed,other,,2025-07-29T14:58:05.910016
402,UFC Fight Night: Chiesa vs. Lee,"Jun 25, 2017",Chesapeake Energy Arena,completed,other,,2025-07-29T14:58:05.910068
401,UFC Fight Night: Holm vs. Correia,"Jun 17, 2017",Singapore Indoor Stadium,completed,other,,2025-07-29T14:58:05.910119
400,UFC Fight Night: Lewis vs. Hunt,"Jun 11, 2017",Spark Arena,completed,other,,2025-07-29T14:58:05.910171
399,UFC 212: Aldo vs. Holloway,"Jun 3, 2017",Jeunesse Arena,completed,other,,2025-07-29T14:58:05.910222
398,UFC Fight Night: Gustafsson vs. Teixeira,"May 28, 2017",Ericsson Globe,completed,other,,2025-07-29T14:58:05.910278
397,UFC 211: Miocic vs. dos Santos 2,"May 13, 2017",American Airlines Center,completed,other,,2025-07-29T14:58:05.910330
396,UFC Fight Night: Swanson vs. Lobov,"Apr 22, 2017",Bridgestone Arena,completed,other,,2025-07-29T14:58:05.910382
395,UFC on Fox: Johnson vs. Reis,"Apr 15, 2017",Sprint Center,completed,other,,2025-07-29T14:58:05.910432
394,UFC 210: Cormier vs. Johnson 2,"Apr 8, 2017",KeyBank Center,completed,other,,2025-07-29T14:58:05.910484
393,UFC Fight Night: Manuwa vs. Anderson,"Mar 18, 2017",The O2 Arena,completed,other,,2025-07-29T14:58:05.910536
392,UFC Fight Night: Belfort vs. Gastelum,"Mar 11, 2017",Centro de Formação Olímpica do Nordeste,completed,other,,2025-07-29T14:58:05.910585
391,UFC 209: Woodley vs. Thompson 2,"Mar 4, 2017",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.910637
390,UFC Fight Night: Lewis vs. Browne,"Feb 19, 2017",Scotiabank Centre,completed,other,,2025-07-29T14:58:05.910688
389,UFC 208: Holm vs. de Randamie,"Feb 11, 2017",Barclays Center,completed,other,,2025-07-29T14:58:05.910739
388,UFC Fight Night: Bermudez vs. The Korean Zombie,"Feb 4, 2017",Toyota Center,completed,other,,2025-07-29T14:58:05.910793
387,UFC on Fox: Shevchenko vs. Peña,"Jan 28, 2017",Pepsi Center,completed,other,,2025-07-29T14:58:05.910844
386,UFC Fight Night: Rodríguez vs. Penn,"Jan 15, 2017",Talking Stick Resort Arena,completed,other,,2025-07-29T14:58:05.910897
385,UFC 207: Nunes vs. Rousey,"Dec 30, 2016",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.910947
384,UFC on Fox: VanZant vs. Waterson,"Dec 17, 2016",Golden 1 Center,completed,other,,2025-07-29T14:58:05.910998
383,UFC 206: Holloway vs. Pettis,"Dec 10, 2016",Scotiabank Arena,completed,other,,2025-07-29T14:58:05.911055
382,UFC Fight Night: Lewis vs. Abdurakhimov,"Dec 9, 2016",Times Union Center,completed,other,,2025-07-29T14:58:05.911108
381,The Ultimate Fighter: Tournament of Champions Finale,"Dec 3, 2016",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.911166
380,UFC Fight Night: Whittaker vs. Brunson,"Nov 27, 2016",Rod Laver Arena,completed,other,,2025-07-29T14:58:05.911219
379,UFC Fight Night: Bader vs. Nogueira 2,"Nov 19, 2016",Ginásio do Ibirapuera,completed,other,,2025-07-29T14:58:05.911276
378,UFC Fight Night: Mousasi vs. Hall 2,"Nov 19, 2016",The SSE Arena,completed,other,,2025-07-29T14:58:05.911328
377,UFC 205: Alvarez vs. McGregor,"Nov 12, 2016",Madison Square Garden,completed,other,,2025-07-29T14:58:05.911379
376,The Ultimate Fighter Latin America 3 Finale: dos Anjos vs. Ferguson,"Nov 5, 2016",Arena Ciudad de México,completed,other,,2025-07-29T14:58:05.911440
—,UFC Fight Night: Lamas vs. Penn,"Oct 15, 2016",Mall of Asia Arena,completed,other,,2025-07-29T14:58:05.911489
375,UFC 204: Bisping vs. Henderson 2,"Oct 8, 2016",AO Arena,completed,other,,2025-07-29T14:58:05.911545
374,UFC Fight Night: Lineker vs. Dodson,"Oct 1, 2016",Moda Center,completed,other,,2025-07-29T14:58:05.911596
373,UFC Fight Night: Cyborg vs. Länsberg,"Sep 24, 2016",Ginásio Nilson Nelson,completed,other,,2025-07-29T14:58:05.911649
372,UFC Fight Night: Poirier vs. Johnson,"Sep 17, 2016",State Farm Arena,completed,other,,2025-07-29T14:58:05.911700
371,UFC 203: Miocic vs. Overeem,"Sep 10, 2016",Quicken Loans Arena,completed,other,,2025-07-29T14:58:05.911750
370,UFC Fight Night: Arlovski vs. Barnett,"Sep 3, 2016",Barclaycard Arena,completed,other,,2025-07-29T14:58:05.911803
369,UFC on Fox: Maia vs. Condit,"Aug 27, 2016",Rogers Arena,completed,other,,2025-07-29T14:58:05.911858
368,UFC 202: Diaz vs. McGregor 2,"Aug 20, 2016",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.911908
367,UFC Fight Night: Rodríguez vs. Caceres,"Aug 6, 2016",Vivint Smart Home Arena,completed,other,,2025-07-29T14:58:05.911962
366,UFC 201: Lawler vs. Woodley,"Jul 30, 2016",Philips Arena,completed,other,,2025-07-29T14:58:05.912012
365,UFC on Fox: Holm vs. Shevchenko,"Jul 23, 2016",United Center,completed,other,,2025-07-29T14:58:05.912063
364,UFC Fight Night: McDonald vs. Lineker,"Jul 13, 2016",Denny Sanford Premier Center,completed,other,,2025-07-29T14:58:05.912115
363,UFC 200: Tate vs. Nunes,"Jul 9, 2016",T-Mobile Arena,completed,other,,2025-07-29T14:58:05.912165
362,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"Jul 8, 2016",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.912220
361,UFC Fight Night: dos Anjos vs. Alvarez,"Jul 7, 2016","7,760",completed,other,,2025-07-29T14:58:05.912265
360,UFC Fight Night: MacDonald vs. Thompson,"Jun 18, 2016",TD Place Arena,completed,other,,2025-07-29T14:58:05.912320
359,UFC 199: Rockhold vs. Bisping 2,"Jun 4, 2016",The Forum,completed,other,,2025-07-29T14:58:05.912375
358,UFC Fight Night: Almeida vs. Garbrandt,"May 29, 2016",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.912442
357,UFC 198: Werdum vs. Miocic,"May 14, 2016",Arena da Baixada,completed,other,,2025-07-29T14:58:05.912511
356,UFC Fight Night: Overeem vs. Arlovski,"May 8, 2016",Rotterdam Ahoy,completed,other,,2025-07-29T14:58:05.912566
355,UFC 197: Jones vs. Saint Preux,"Apr 23, 2016",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.912625
354,UFC on Fox: Teixeira vs. Evans,"Apr 16, 2016",Amalie Arena,completed,other,,2025-07-29T14:58:05.912689
353,UFC Fight Night: Rothwell vs. dos Santos,"Apr 10, 2016",Arena Zagreb,completed,other,,2025-07-29T14:58:05.912750
352,UFC Fight Night: Hunt vs. Mir,"Mar 20, 2016",Brisbane Entertainment Centre,completed,other,,2025-07-29T14:58:05.912802
351,UFC 196: McGregor vs. Diaz,"Mar 5, 2016",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.912864
350,UFC Fight Night: Silva vs. Bisping,"Feb 27, 2016",The O2 Arena,completed,other,,2025-07-29T14:58:05.912924
349,UFC Fight Night: Cowboy vs. Cowboy,"Feb 21, 2016",Consol Energy Center,completed,other,,2025-07-29T14:58:05.912976
348,UFC Fight Night: Hendricks vs. Thompson,"Feb 6, 2016",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.913032
347,UFC on Fox: Johnson vs. Bader,"Jan 30, 2016",Prudential Center,completed,other,,2025-07-29T14:58:05.913090
346,UFC Fight Night: Dillashaw vs. Cruz,"Jan 17, 2016",TD Garden,completed,other,,2025-07-29T14:58:05.913146
345,UFC 195: Lawler vs. Condit,"Jan 2, 2016",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.913208
344,UFC on Fox: dos Anjos vs. Cowboy 2,"Dec 19, 2015",Amway Center,completed,other,,2025-07-29T14:58:05.913268
343,UFC 194: Aldo vs. McGregor,"Dec 12, 2015",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.913324
342,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Dec 11, 2015",The Chelsea at The Cosmopolitan,completed,other,,2025-07-29T14:58:05.913387
341,UFC Fight Night: Namajunas vs. VanZant,"Dec 10, 2015","1,643",completed,other,,2025-07-29T14:58:05.913436
340,UFC Fight Night: Henderson vs. Masvidal,"Nov 28, 2015",Olympic Gymnastics Arena,completed,other,,2025-07-29T14:58:05.913489
339,The Ultimate Fighter Latin America 2 Finale: Magny vs. Gastelum,"Nov 21, 2015",Arena Monterrey,completed,other,,2025-07-29T14:58:05.913550
338,UFC 193: Rousey vs. Holm,"Nov 15, 2015",Marvel Stadium,completed,other,,2025-07-29T14:58:05.913603
337,UFC Fight Night: Belfort vs. Henderson 3,"Nov 7, 2015",Ginásio do Ibirapuera,completed,other,,2025-07-29T14:58:05.913657
336,UFC Fight Night: Holohan vs. Smolka,"Oct 24, 2015",3Arena,completed,other,,2025-07-29T14:58:05.913709
335,UFC 192: Cormier vs. Gustafsson,"Oct 3, 2015",Toyota Center,completed,other,,2025-07-29T14:58:05.913767
334,UFC Fight Night: Barnett vs. Nelson,"Sep 27, 2015",Saitama Super Arena,completed,other,,2025-07-29T14:58:05.913841
333,UFC 191: Johnson vs. Dodson 2,"Sep 5, 2015",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.913893
332,UFC Fight Night: Holloway vs. Oliveira,"Aug 23, 2015",SaskTel Centre,completed,other,,2025-07-29T14:58:05.913945
331,UFC Fight Night: Teixeira vs. Saint Preux,"Aug 8, 2015",Bridgestone Arena,completed,other,,2025-07-29T14:58:05.913998
